sample_id,noise_category,scenario,system_config,delta_snr_db,si_sdr_db,stoi,pesq,nlms_better_than_ai_only
SPK_010__diesel_idle_apc__-5dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,6.16,-5.14,0.577,1.01,True
SPK_010__diesel_idle_apc__-5dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,8.19,0.82,0.623,1.02,True
SPK_010__diesel_idle_apc__-5dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,3.64,-1.37,0.559,1.02,True
SPK_010__generator_hum_50hz__-5dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,5.72,-4.56,0.614,1.01,True
SPK_010__generator_hum_50hz__-5dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,8.24,0.99,0.643,1.02,True
SPK_010__generator_hum_50hz__-5dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,4.88,-0.15,0.603,1.02,True
SPK_010__generator_hum_50hz__-5dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,5.72,-4.56,0.614,1.01,True
SPK_010__generator_hum_50hz__-5dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,7.59,-0.29,0.633,1.02,True
SPK_010__generator_hum_50hz__-5dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,4.86,-1.42,0.592,1.02,True
SPK_010__generator_hum_50hz__-5dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,6.16,-5.14,0.577,1.01,True
SPK_010__generator_hum_50hz__-5dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,8.19,0.82,0.623,1.02,True
SPK_010__generator_hum_50hz__-5dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,3.64,-1.37,0.559,1.02,True
SPK_010__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,-5.44,8.79,0.79,1.12,True
SPK_010__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,-5.18,16.07,0.82,1.28,True
SPK_010__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,8.08,18.08,0.817,1.29,True
SPK_010__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,-5.44,8.79,0.79,1.12,True
SPK_010__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,-6.95,8.7,0.798,1.14,True
SPK_010__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,-2.08,9.43,0.798,1.16,True
SPK_010__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,-8.21,1.84,0.717,1.09,True
SPK_010__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-5.3,11.3,0.785,1.24,True
SPK_010__helicopter_rotor_dhruv__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,-8.35,1.65,0.739,1.16,True
SPK_010__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,-5.44,8.79,0.79,1.12,True
SPK_010__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,-5.18,16.07,0.82,1.28,True
SPK_010__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,8.08,18.08,0.817,1.29,True
SPK_010__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,-5.44,8.79,0.79,1.12,True
SPK_010__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,-6.95,8.7,0.798,1.14,True
SPK_010__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,-2.08,9.43,0.798,1.16,True
SPK_010__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,-8.21,1.84,0.717,1.09,True
SPK_010__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-5.3,11.3,0.785,1.24,True
SPK_010__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,-8.35,1.65,0.739,1.16,True
SPK_010__vehicle_acceleration_track__-5dB,NON_STATIONARY,MATCHED_REFERENCE,AI_ONLY,5.72,-4.56,0.614,1.01,True
SPK_010__vehicle_acceleration_track__-5dB,NON_STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,8.24,0.99,0.643,1.02,True
SPK_010__vehicle_acceleration_track__-5dB,NON_STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,4.88,-0.15,0.603,1.02,True
SPK_010__vehicle_acceleration_track__-5dB,NON_STATIONARY,SPEECH_LEAKAGE,AI_ONLY,5.72,-4.56,0.614,1.01,True
SPK_010__vehicle_acceleration_track__-5dB,NON_STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,7.59,-0.29,0.633,1.02,True
SPK_010__vehicle_acceleration_track__-5dB,NON_STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,4.86,-1.42,0.592,1.02,True
SPK_010__vehicle_acceleration_track__-5dB,NON_STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,6.16,-5.14,0.577,1.01,True
SPK_010__vehicle_acceleration_track__-5dB,NON_STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,8.19,0.82,0.623,1.02,True
SPK_010__vehicle_acceleration_track__-5dB,NON_STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,3.64,-1.37,0.559,1.02,True
SPK_010__tactical_siren_sweep__+0dB,NON_STATIONARY,MATCHED_REFERENCE,AI_ONLY,2.78,-0.39,0.728,1.02,True
SPK_010__tactical_siren_sweep__+0dB,NON_STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,4.49,7.91,0.739,1.04,True
SPK_010__tactical_siren_sweep__+0dB,NON_STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,8.28,8.27,0.733,1.04,True
SPK_010__tactical_siren_sweep__+0dB,NON_STATIONARY,SPEECH_LEAKAGE,AI_ONLY,2.78,-0.39,0.728,1.02,False
SPK_010__tactical_siren_sweep__+0dB,NON_STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,3.28,4.91,0.724,1.03,False
SPK_010__tactical_siren_sweep__+0dB,NON_STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,6.68,5.64,0.724,1.03,False
SPK_010__tactical_siren_sweep__+0dB,NON_STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,1.61,-1.92,0.665,1.02,True
SPK_010__tactical_siren_sweep__+0dB,NON_STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,4.43,7.25,0.708,1.04,True
SPK_010__tactical_siren_sweep__+0dB,NON_STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,0.99,0.99,0.666,1.03,True
SPK_010__tank_engine_heldout_rec__+10dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,-5.44,8.82,0.786,1.05,True
SPK_010__tank_engine_heldout_rec__+10dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-6.06,9.99,0.789,1.06,True
SPK_010__tank_engine_heldout_rec__+10dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,1.13,11.24,0.79,1.08,True
SPK_010__tank_engine_heldout_rec__+10dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-5.44,8.82,0.786,1.05,False
SPK_010__tank_engine_heldout_rec__+10dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-7.38,5.04,0.781,1.04,False
SPK_010__tank_engine_heldout_rec__+10dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,-4.2,5.47,0.781,1.04,False
SPK_010__tank_engine_heldout_rec__+10dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-8.22,1.82,0.712,1.04,True
SPK_010__tank_engine_heldout_rec__+10dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-6.25,6.17,0.738,1.05,True
SPK_010__tank_engine_heldout_rec__+10dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-8.71,0.06,0.707,1.05,True
SPK_010__helicopter_rotor_heldout_rec__-10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,7.77,-8.75,0.623,1.01,True
SPK_010__helicopter_rotor_heldout_rec__-10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,13.19,1.22,0.638,1.02,True
SPK_010__helicopter_rotor_heldout_rec__-10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,10.97,0.36,0.605,1.02,True
SPK_010__helicopter_rotor_heldout_rec__-10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,7.77,-8.75,0.623,1.01,True
SPK_010__helicopter_rotor_heldout_rec__-10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,12.41,-0.5,0.63,1.02,True
SPK_010__helicopter_rotor_heldout_rec__-10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,10.53,-1.96,0.593,1.02,True
SPK_010__helicopter_rotor_heldout_rec__-10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,9.94,-8.94,0.583,1.01,True
SPK_010__helicopter_rotor_heldout_rec__-10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,13.15,1.02,0.62,1.02,True
SPK_010__helicopter_rotor_heldout_rec__-10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,8.39,-2.19,0.563,1.02,True
SPK_010__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,AI_ONLY,-5.43,9.01,0.869,1.84,False
SPK_010__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,HYBRID_PROTECTED,-5.22,13.83,0.865,1.81,False
SPK_010__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,NLMS_ONLY,5.0,15.04,0.866,1.91,False
SPK_010__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,AI_ONLY,-5.43,9.01,0.869,1.84,False
SPK_010__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,HYBRID_PROTECTED,-7.33,5.84,0.852,1.74,False
SPK_010__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,NLMS_ONLY,-3.87,6.27,0.852,1.8,False
SPK_010__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,AI_ONLY,-8.24,1.79,0.779,1.53,True
SPK_010__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-5.29,11.55,0.818,1.65,True
SPK_010__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,NLMS_ONLY,-8.34,1.68,0.776,1.5,True
SPK_010__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,AI_ONLY,12.72,-0.42,0.826,2.17,True
SPK_010__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,HYBRID_PROTECTED,14.67,11.04,0.833,2.29,True
SPK_010__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,NLMS_ONLY,21.03,11.01,0.82,2.37,True
SPK_010__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,AI_ONLY,12.72,-0.42,0.826,2.17,False
SPK_010__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,HYBRID_PROTECTED,12.57,4.13,0.806,2.29,False
SPK_010__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,NLMS_ONLY,15.27,4.21,0.803,2.42,False
SPK_010__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,AI_ONLY,11.72,-1.92,0.797,1.88,True
SPK_010__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,HYBRID_PROTECTED,14.6,9.67,0.82,2.24,True
SPK_010__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,NLMS_ONLY,14.2,4.18,0.781,2.16,True
